 Nascidos vivos - Brasil;;;;;;;
Nascim p/resid.mãe por Município e Local ocorrência;;;;;;;
Período:2000-2022;;;;;;;
Município;Hospital;Outro Estabelecimento de Saúde;Domicílio;Aldeia indígena;Outro;Ignorado;Total
292490 PLANALTINO;2013;223;57;-;10;-;2303
292500 PLANALTO;8543;9;204;-;22;-;8778
292510 POCOES;15875;18;895;-;11;39;16838
292520 POJUCA;12525;18;34;-;1;1;12579
292525 PONTO NOVO;6277;33;14;-;9;-;6333
292530 PORTO SEGURO;56488;649;1625;-;340;6;59108
292540 POTIRAGUA;3249;4;12;-;7;-;3272
292550 PRADO;10561;10;56;-;27;1;10655
292560 PRESIDENTE DUTRA;4537;114;18;-;5;-;4674
292570 PRESIDENTE JANIO QUADROS;2453;941;59;-;24;1;3478
292575 PRESIDENTE TANCREDO NEVES;9430;32;29;-;10;2;9503
292580 QUEIMADAS;1308;6774;67;-;4;2;8155
292590 QUIJINGUE;8370;58;57;-;5;-;8490
292593 QUIXABEIRA;2721;24;26;-;20;-;2791
292595 RAFAEL JAMBEIRO;7113;141;69;-;17;-;7340
292600 REMANSO;16749;218;137;-;18;-;17122
292610 RETIROLANDIA;4175;456;18;-;3;1;4653
292620 RIACHAO DAS NEVES;6065;1308;136;-;15;2;7526
292630 RIACHAO DO JACUIPE;9752;228;3;-;4;-;9987
292640 RIACHO DE SANTANA;9328;210;14;-;8;-;9560
292650 RIBEIRA DO AMPARO;4382;115;341;-;15;1;4854
292660 RIBEIRA DO POMBAL;18403;236;15;-;18;-;18672
292665 RIBEIRAO DO LARGO;2098;212;174;-;11;-;2495
292670 RIO DE CONTAS;2704;685;71;-;18;16;3494
292680 RIO DO ANTONIO;2975;397;97;-;6;-;3475
292690 RIO DO PIRES;2568;55;1;-;3;-;2627
292700 RIO REAL;13418;30;189;-;18;-;13655
292710 RODELAS;2428;1082;5;-;19;-;3534
292720 RUY BARBOSA;11450;117;126;-;4;1;11698
292730 SALINAS DA MARGARIDA;3522;452;16;-;6;-;3996
292740 SALVADOR;829756;5987;1514;-;533;116;837906
292750 SANTA BARBARA;6602;17;45;-;11;1;6676
292760 SANTA BRIGIDA;4286;1346;16;-;26;2;5676
292770 SANTA CRUZ CABRALIA;10073;47;61;-;26;2;10209
292780 SANTA CRUZ DA VITORIA;1621;10;24;-;6;-;1661
292790 SANTA INES;3299;33;18;-;7;-;3357
292800 SANTALUZ;13036;588;118;-;7;1;13750
292805 SANTA LUZIA;3961;67;199;-;32;-;4259
292810 SANTA MARIA DA VITORIA;11752;757;70;-;10;1;12590
292820 SANTANA;7324;96;104;-;5;1;7530
292830 SANTANOPOLIS;2476;4;33;-;3;1;2517
292840 SANTA RITA DE CASSIA;8814;329;48;-;13;-;9204
292850 SANTA TERESINHA;3176;16;9;-;2;-;3203
292860 SANTO AMARO;17807;60;38;-;36;-;17941
292870 SANTO ANTONIO DE JESUS;29910;972;56;-;36;2;30976
292880 SANTO ESTEVAO;14271;2471;75;-;19;1;16837
292890 SAO DESIDERIO;9648;1463;247;-;22;4;11384
292895 SAO DOMINGOS;1592;793;2;-;2;-;2389
292900 SAO FELIX;3910;12;18;-;1;-;3941
292905 SAO FELIX DO CORIBE;4521;1080;9;-;8;-;5618
292910 SAO FELIPE;5391;71;14;-;11;1;5488
292920 SAO FRANCISCO DO CONDE;12530;46;16;-;11;2;12605
292925 SAO GABRIEL;7136;156;171;-;12;1;7476
292930 SAO GONCALO DOS CAMPOS;9764;26;63;-;7;-;9860
292935 SAO JOSE DA VITORIA;2525;3;55;-;4;-;2587
292937 SAO JOSE DO JACUIPE;3290;40;19;-;3;1;3353
292940 SAO MIGUEL DAS MATAS;3264;28;7;-;10;-;3309
292950 SAO SEBASTIAO DO PASSE;12494;250;70;-;13;2;12829
292960 SAPEACU;6001;46;5;-;1;2;6055
292970 SATIRO DIAS;5454;56;95;-;8;-;5613
292975 SAUBARA;2905;5;14;-;16;1;2941
292980 SAUDE;3690;12;60;-;8;1;3771
292990 SEABRA;15743;328;35;-;16;-;16122
293000 SEBASTIAO LARANJEIRAS;2372;54;83;-;4;8;2521
293010 SENHOR DO BONFIM;26808;144;61;-;23;-;27036
293015 SERRA DO RAMALHO;9734;2159;39;-;12;-;11944
293020 SENTO SE;13018;27;64;-;40;-;13149
293030 SERRA DOURADA;5543;53;12;-;11;-;5619
293040 SERRA PRETA;3744;639;56;-;5;1;4445
293050 SERRINHA;28039;517;18;-;14;9;28597
293060 SERROLANDIA;3961;12;18;-;2;-;3993
293070 SIMOES FILHO;45018;211;98;-;42;6;45375
293075 SITIO DO MATO;3292;914;45;-;15;-;4266
293076 SITIO DO QUINTO;3491;95;141;-;5;-;3732
293077 SOBRADINHO;9570;22;33;-;43;1;9669
293080 SOUTO SOARES;6082;30;51;-;2;-;6165
293090 TABOCAS DO BREJO VELHO;2947;512;76;-;4;-;3539
293100 TANHACU;4862;1051;180;-;33;-;6126
293105 TANQUE NOVO;4956;32;15;-;7;-;5010
293110 TANQUINHO;2227;4;22;-;-;1;2254
293120 TAPEROA;6143;28;305;-;15;-;6491
293130 TAPIRAMUTA;5957;12;16;-;9;-;5994
293135 TEIXEIRA DE FREITAS;56418;71;118;-;70;4;56681
293140 TEODORO SAMPAIO;1614;255;78;-;7;-;1954
293150 TEOFILANDIA;6083;818;113;-;10;1;7025
293160 TEOLANDIA;4563;11;189;-;1;1;4765
293170 TERRA NOVA;3124;312;22;-;22;-;3480
293180 TREMEDAL;4277;55;195;-;26;-;4553
293190 TUCANO;11373;3249;21;-;6;-;14649
293200 UAUA;6153;34;41;-;1870;-;8098
293210 UBAIRA;6622;21;31;-;7;-;6681
293220 UBAITABA;7845;5;154;-;7;1;8012
293230 UBATA;7063;7;134;-;88;-;7292
293240 UIBAI;4088;108;24;-;3;-;4223
293245 UMBURANAS;2548;1786;34;-;8;16;4392
293250 UNA;7513;35;118;-;34;-;7700
293260 URANDI;5086;7;9;-;3;-;5105
293270 URUCUCA;7363;500;336;-;40;5;8244
293280 UTINGA;5487;1566;72;-;6;1;7132
293290 VALENCA;33743;33;63;-;12;-;33851
293300 VALENTE;2969;4417;4;-;8;-;7398
293305 VARZEA DA ROCA;3857;20;15;-;5;31;3928
293310 VARZEA DO POCO;2523;7;10;-;1;-;2541
293315 VARZEA NOVA;4590;36;10;-;3;-;4639
293317 VARZEDO;2714;33;28;-;11;-;2786
293320 VERA CRUZ;12436;80;34;-;22;1;12573
293325 VEREDA;1802;3;4;-;1;-;1810
293330 VITORIA DA CONQUISTA;125218;120;912;-;86;-;126336
293340 WAGNER;3199;32;6;-;3;-;3240
293345 WANDERLEY;3856;611;119;-;35;5;4626
293350 WENCESLAU GUIMARAES;8537;8;131;-;15;-;8691
293360 XIQUE-XIQUE;20483;223;369;-;54;1;21130
 MUNICIPIO IGNORADO - MG;285;26;3;-;9;5;328
310010 ABADIA DOS DOURADOS;1597;4;-;-;-;-;1601
310020 ABAETE;6045;-;6;-;2;-;6053
310030 ABRE CAMPO;4149;5;3;-;-;-;4157
310040 ACAIACA;1100;1;5;-;5;-;1111
310050 ACUCENA;2697;4;38;-;13;-;2752
310060 AGUA BOA;4548;8;246;-;7;1;4810
310070 AGUA COMPRIDA;444;11;-;-;1;-;456
310080 AGUANIL;938;2;-;-;-;-;940
310090 AGUAS FORMOSAS;6783;-;25;-;4;-;6812
310100 AGUAS VERMELHAS;3983;5;81;-;6;-;4075
310110 AIMORES;7799;10;6;-;8;-;7823
310120 AIURUOCA;1421;-;3;-;2;-;1426
310130 ALAGOA;613;3;1;-;-;-;617
310140 ALBERTINA;519;6;3;-;-;-;528
310150 ALEM PARAIBA;10133;12;23;-;6;1;10175
310160 ALFENAS;23615;8;42;-;7;2;23674
310163 ALFREDO VASCONCELOS;1772;3;2;-;2;-;1779
310170 ALMENARA;13397;16;118;-;7;-;13538
310180 ALPERCATA;2168;-;3;-;2;-;2173
310190 ALPINOPOLIS;5703;17;5;-;1;-;5726
310200 ALTEROSA;4098;-;1;-;2;1;4102
310205 ALTO CAPARAO;1817;1;-;-;-;-;1818
310210 ALTO RIO DOCE;2644;4;46;-;9;-;2703
