 Nascidos vivos - Brasil;;;;;;;;;;
Nascim p/resid.mãe por Município e Instrução da mãe;;;;;;;;;;
Período:2000-2022;;;;;;;;;;
Município;Nenhuma;1 a 3 anos;4 a 7 anos;8 a 11 anos;12 anos e mais;9 a 11 anos;1º grau incompleto;1º grau completo;Ignorado;Total
291905 LAJEDO DO TABOCAL;75;244;760;762;143;-;-;-;263;2247
291910 LAMARAO;99;323;499;620;76;-;-;-;546;2163
291915 LAPAO;259;1276;3642;4400;745;-;1;-;274;10597
291920 LAURO DE FREITAS;520;3489;16292;30590;13947;-;-;-;952;65790
291930 LENCOIS;65;379;1018;1399;361;-;-;-;196;3418
291940 LICINIO DE ALMEIDA;84;369;905;1707;257;-;-;-;115;3437
291950 LIVRAMENTO DE NOSSA SENHORA;219;1226;3362;5227;1262;-;-;-;2194;13490
291955 LUIS EDUARDO MAGALHAES;337;2298;8570;13688;5304;-;-;-;325;30522
291960 MACAJUBA;180;1039;1364;1088;154;-;-;-;326;4151
291970 MACARANI;266;749;1843;1763;335;-;1;-;563;5520
291980 MACAUBAS;292;844;5166;5144;1528;1;-;-;695;13670
291990 MACURURE;142;505;556;847;178;-;-;-;383;2611
291992 MADRE DE DEUS;32;175;1207;3822;979;-;1;-;93;6309
291995 MAETINGA;125;457;607;626;131;-;-;-;99;2045
292000 MAIQUINIQUE;81;461;981;943;182;-;-;-;184;2832
292010 MAIRI;219;801;2039;1652;363;-;-;-;608;5682
292020 MALHADA;293;826;1791;2528;388;-;-;-;169;5995
292030 MALHADA DE PEDRAS;111;372;783;936;156;-;-;-;298;2656
292040 MANOEL VITORINO;156;666;1586;1663;559;-;-;-;142;4772
292045 MANSIDAO;32;295;633;1034;115;-;-;-;104;2213
292050 MARACAS;254;1125;2687;3085;633;-;-;-;1310;9094
292060 MARAGOGIPE;323;1014;3299;5353;568;-;-;-;1278;11835
292070 MARAU;358;914;1795;1668;272;-;-;-;309;5316
292080 MARCIONILIO SOUZA;154;544;1288;1421;193;-;-;-;212;3812
292090 MASCOTE;336;746;1714;1625;224;-;-;-;220;4865
292100 MATA DE SAO JOAO;219;1230;4482;8573;1416;-;-;-;260;16180
292105 MATINA;190;787;1331;1178;264;-;1;-;200;3951
292110 MEDEIROS NETO;210;593;2736;2651;709;-;-;-;692;7591
292120 MIGUEL CALMON;223;1286;3188;2811;724;-;-;-;1469;9701
292130 MILAGRES;125;569;1205;1473;371;-;-;-;380;4123
292140 MIRANGABA;228;699;1731;1766;247;-;-;-;349;5020
292145 MIRANTE;125;557;759;802;124;-;-;-;162;2529
292150 MONTE SANTO;723;2551;5333;6103;782;-;-;-;2003;17495
292160 MORPARA;84;445;896;1117;131;-;-;-;78;2751
292170 MORRO DO CHAPEU;828;2489;4143;4781;881;-;-;-;283;13405
292180 MORTUGABA;111;434;816;1216;192;-;-;-;192;2961
292190 MUCUGE;157;629;1237;1758;252;-;1;-;151;4185
292200 MUCURI;250;1230;4754;6479;1603;-;-;-;469;14785
292205 MULUNGU DO MORRO;236;857;1943;2041;232;-;-;-;93;5402
292210 MUNDO NOVO;300;1400;2581;1569;349;-;-;-;700;6899
292220 MUNIZ FERREIRA;23;172;454;961;241;-;-;-;31;1882
292225 MUQUEM DE SAO FRANCISCO;88;499;1361;1845;170;-;-;-;82;4045
292230 MURITIBA;203;725;1797;3932;601;1;1;-;526;7786
292240 MUTUIPE;165;1009;2713;2391;645;-;-;-;347;7270
292250 NAZARE;186;713;2415;3696;937;-;-;-;152;8099
292260 NILO PECANHA;184;643;1495;1535;245;-;-;-;304;4406
292265 NORDESTINA;336;679;1263;1241;198;-;-;-;424;4141
292270 NOVA CANAA;293;1059;1539;1094;218;-;-;-;356;4559
292273 NOVA FATIMA;35;229;500;828;143;-;-;-;263;1998
292275 NOVA IBIA;88;326;667;617;84;-;-;-;28;1810
292280 NOVA ITARANA;126;419;942;902;114;-;-;-;143;2646
292285 NOVA REDENCAO;91;396;760;1016;141;-;-;-;382;2786
292290 NOVA SOURE;546;1930;2371;2373;354;-;-;-;958;8532
292300 NOVA VICOSA;380;1286;4193;5866;1153;-;-;-;514;13392
292303 NOVO HORIZONTE;81;407;924;1496;211;-;1;-;109;3229
292305 NOVO TRIUNFO;168;509;959;888;144;-;-;-;242;2910
292310 OLINDINA;618;1154;3656;2494;322;-;-;1;392;8637
292320 OLIVEIRA DOS BREJINHOS;138;1000;2195;2735;382;-;-;-;275;6725
292330 OURICANGAS;66;267;783;972;135;-;-;-;103;2326
292335 OUROLANDIA;439;1033;2329;2305;329;-;-;-;478;6913
292340 PALMAS DE MONTE ALTO;351;1301;1891;2551;419;-;-;-;48;6561
292350 PALMEIRAS;49;322;838;1398;571;-;-;-;120;3298
292360 PARAMIRIM;26;622;1309;1889;819;-;-;-;962;5627
292370 PARATINGA;322;1784;3378;4888;648;-;-;-;408;11428
292380 PARIPIRANGA;524;1625;2498;2624;601;-;-;-;296;8168
292390 PAU BRASIL;218;718;1653;1503;207;1;-;-;205;4505
292400 PAULO AFONSO;1356;4467;12507;17701;6166;-;1;-;862;43060
292405 PE DE SERRA;82;530;1039;1481;275;-;-;-;648;4055
292410 PEDRAO;28;152;494;760;78;-;-;-;210;1722
292420 PEDRO ALEXANDRE;684;1105;1520;1253;168;-;-;-;90;4820
292430 PIATA;215;1194;1817;2557;374;-;-;-;362;6519
292440 PILAO ARCADO;366;2625;4895;4008;552;-;-;-;528;12974
292450 PINDAI;75;574;1151;2008;501;-;-;-;195;4504
292460 PINDOBACU;196;1079;2541;2598;468;-;-;-;196;7078
292465 PINTADAS;190;288;769;841;155;-;-;-;398;2641
292467 PIRAI DO NORTE;168;547;977;870;143;1;-;-;45;2751
292470 PIRIPA;78;350;752;1063;243;-;-;-;159;2645
292480 PIRITIBA;209;1046;2349;1890;424;-;-;-;535;6453
292490 PLANALTINO;103;367;594;653;155;-;-;-;431;2303
292500 PLANALTO;451;1566;2781;2654;550;-;-;-;776;8778
292510 POCOES;852;2767;5377;5692;1225;-;-;-;925;16838
292520 POJUCA;107;792;3843;5984;1748;-;-;-;105;12579
292525 PONTO NOVO;286;1012;2265;2191;327;-;-;-;252;6333
292530 PORTO SEGURO;1278;4955;17630;29038;5440;-;4;1;762;59108
292540 POTIRAGUA;103;497;1112;1254;164;-;-;-;142;3272
292550 PRADO;405;1105;4042;4134;711;-;-;-;258;10655
292560 PRESIDENTE DUTRA;87;572;1644;1887;396;-;-;-;88;4674
292570 PRESIDENTE JANIO QUADROS;204;675;1090;1124;188;-;-;-;197;3478
292575 PRESIDENTE TANCREDO NEVES;522;1552;3215;3455;565;-;-;-;194;9503
292580 QUEIMADAS;275;1263;2388;2745;506;-;-;-;978;8155
292590 QUIJINGUE;477;1653;2646;2525;338;-;-;-;851;8490
292593 QUIXABEIRA;54;302;962;1136;184;-;-;-;153;2791
292595 RAFAEL JAMBEIRO;322;1513;2012;2183;284;-;-;-;1026;7340
292600 REMANSO;215;2656;5289;7296;1035;-;-;-;631;17122
292610 RETIROLANDIA;68;394;1186;2016;520;-;-;-;469;4653
