 Nascidos vivos - Brasil;;;;;;;
Nascim p/resid.mãe por Município e Estado civil mãe;;;;;;;
Período:2000-2022;;;;;;;
Município;Solteira;Casada;Viúva;Separada judicialmente;União consensual;Ignorado;Total
290450 BROTAS DE MACAUBAS;1483;1131;8;11;501;96;3230
290460 BRUMADO;7545;12262;40;89;1066;607;21609
290470 BUERAREMA;4834;944;5;8;867;270;6928
290475 BURITIRAMA;2830;2189;18;15;2039;133;7224
290480 CAATIBA;1207;842;3;11;189;46;2298
290485 CABACEIRAS DO PARAGUACU;3919;1514;13;19;235;115;5815
290490 CACHOEIRA;6464;1799;17;28;612;890;9810
290500 CACULE;1939;3779;23;43;691;250;6725
290510 CAEM;2541;803;8;8;750;206;4316
290515 CAETANOS;1541;1342;6;11;245;53;3198
290520 CAETITE;3866;9771;49;70;2214;417;16387
290530 CAFARNAUM;3602;2037;20;22;1443;152;7276
290540 CAIRU;3951;751;4;9;812;115;5642
290550 CALDEIRAO GRANDE;2174;1088;8;6;1000;168;4444
290560 CAMACAN;8159;1531;14;28;1630;446;11808
290570 CAMACARI;47448;22431;138;433;16936;3788;91174
290580 CAMAMU;9605;1276;16;13;1784;770;13464
290590 CAMPO ALEGRE DE LOURDES;2545;5215;36;52;3695;490;12033
290600 CAMPO FORMOSO;9602;8874;42;74;8261;1023;27876
290610 CANAPOLIS;443;2009;7;3;286;438;3186
290620 CANARANA;4922;2253;30;20;2045;404;9674
290630 CANAVIEIRAS;5719;3437;17;18;2475;668;12334
290640 CANDEAL;1604;524;3;4;115;223;2473
290650 CANDEIAS;15493;6870;42;85;2563;761;25814
290660 CANDIBA;1315;2177;13;13;269;74;3861
290670 CANDIDO SALES;4493;3891;32;49;812;199;9476
290680 CANSANCAO;5237;2276;15;24;2980;794;11326
290682 CANUDOS;2782;958;8;13;1136;414;5311
290685 CAPELA DO ALTO ALEGRE;1772;691;12;9;223;169;2876
290687 CAPIM GROSSO;6076;2864;17;51;1731;559;11298
290689 CARAIBAS;1225;1211;8;14;190;57;2705
290690 CARAVELAS;3070;1620;11;8;1613;277;6599
290700 CARDEAL DA SILVA;2234;425;2;1;300;190;3152
290710 CARINHANHA;4513;2563;14;33;2895;425;10443
290720 CASA NOVA;11734;8133;68;91;5469;787;26282
290730 CASTRO ALVES;5187;1932;20;42;1149;175;8505
290740 CATOLANDIA;335;393;4;3;334;18;1087
290750 CATU;8415;4621;23;65;1851;633;15608
290755 CATURAMA;640;1189;6;5;282;292;2414
290760 CENTRAL;3103;1396;12;16;1291;343;6161
290770 CHORROCHO;1873;1365;15;24;736;128;4141
290780 CICERO DANTAS;7487;1163;9;17;548;305;9529
290790 CIPO;4149;1369;11;14;395;511;6449
290800 COARACI;5094;1139;7;10;978;420;7648
290810 COCOS;1319;3388;10;16;489;816;6038
290820 CONCEICAO DA FEIRA;3945;1383;9;13;134;479;5963
290830 CONCEICAO DO ALMEIDA;2910;1148;10;15;253;120;4456
290840 CONCEICAO DO COITE;11038;8181;49;161;3876;1053;24358
290850 CONCEICAO DO JACUIPE;6080;1927;17;36;421;880;9361
290860 CONDE;6061;1156;16;25;1191;280;8729
290870 CONDEUBA;1638;3017;21;25;436;115;5252
290880 CONTENDAS DO SINCORA;599;391;-;4;130;15;1139
290890 CORACAO DE MARIA;4862;1440;8;16;213;631;7170
290900 CORDEIROS;556;1330;5;6;153;70;2120
290910 CORIBE;1427;1946;6;20;799;175;4373
290920 CORONEL JOAO SA;3099;772;15;9;1401;290;5586
290930 CORRENTINA;2797;5042;23;56;1527;1531;10976
290940 COTEGIPE;1736;1236;10;19;1117;149;4267
290950 CRAVOLANDIA;1102;359;1;5;328;60;1855
290960 CRISOPOLIS;4666;1300;7;16;570;187;6746
290970 CRISTOPOLIS;972;2243;14;11;771;79;4090
290980 CRUZ DAS ALMAS;11425;5988;35;95;972;514;19029
290990 CURACA;6364;3824;34;51;2580;215;13068
291000 DARIO MEIRA;2661;626;3;5;593;291;4179
291005 DIAS D'AVILA;15550;5960;48;122;2827;756;25263
291010 DOM BASILIO;724;2315;14;18;190;85;3346
291020 DOM MACEDO COSTA;682;367;2;2;85;22;1160
291030 ELISIO MEDRADO;1218;652;3;5;155;35;2068
291040 ENCRUZILHADA;4140;1874;20;42;1160;362;7598
291050 ENTRE RIOS;9233;2874;35;31;1232;1173;14578
291060 ESPLANADA;8138;2261;20;30;1484;607;12540
291070 EUCLIDES DA CUNHA;9145;3568;14;41;3293;2228;18289
291072 EUNAPOLIS;19035;13031;58;130;9460;1346;43060
291075 FATIMA;3517;1323;9;18;381;114;5362
291077 FEIRA DA MATA;252;540;3;4;132;137;1068
291080 FEIRA DE SANTANA;124972;60103;399;1044;7257;22213;215988
291085 FILADELFIA;2063;2115;16;25;1788;360;6367
291090 FIRMINO ALVES;1121;233;-;4;152;24;1534
291100 FLORESTA AZUL;2339;449;7;3;431;108;3337
291110 FORMOSA DO RIO PRETO;3819;2591;10;11;2561;234;9226
291120 GANDU;7657;1805;13;21;2315;492;12303
291125 GAVIAO;710;285;2;4;130;67;1198
291130 GENTIO DO OURO;1620;987;9;1;550;204;3371
291140 GLORIA;2305;2369;15;41;620;147;5497
291150 GONGOGI;1601;291;6;7;312;73;2290
291160 GOVERNADOR MANGABEIRA;4019;1970;16;32;172;147;6356
291165 GUAJERU;563;1211;6;5;332;112;2229
291170 GUANAMBI;7015;16127;47;163;4264;558;28174
291180 GUARATINGA;4250;1414;6;8;893;160;6731
291185 HELIOPOLIS;2647;619;2;10;277;136;3691
291190 IACU;7851;1692;14;24;579;177;10337
291200 IBIASSUCE;572;1903;5;16;260;120;2876
291210 IBICARAI;5509;1401;10;19;1004;494;8437
291220 IBICOARA;3837;2141;17;34;976;164;7169
291230 IBICUI;2911;917;4;7;624;143;4606
291240 IBIPEBA;3224;1336;6;19;828;142;5555
291250 IBIPITANGA;921;2319;5;16;277;170;3708
291260 IBIQUERA;1054;252;4;4;66;47;1427
291270 IBIRAPITANGA;6721;723;17;7;1728;358;9554
291280 IBIRAPUA;813;720;1;10;599;86;2229
291290 IBIRATAIA;4849;1522;12;8;1442;331;8164
291300 IBITIARA;1567;2524;11;22;319;78;4521
291310 IBITITA;2839;1761;10;29;1148;207;5994
291320 IBOTIRAMA;4464;2452;24;34;2869;599;10442
291330 ICHU;830;474;2;8;109;165;1588
291340 IGAPORA;989;2171;7;20;726;107;4020
291345 IGRAPIUNA;2945;527;3;4;744;256;4479
291350 IGUAI;4329;3137;15;54;1308;277;9120
291360 ILHEUS;36031;11179;95;215;12417;4873;64810
291370 INHAMBUPE;7290;2588;25;51;1428;604;11986
291380 IPECAETA;2287;1373;9;6;175;425;4275
291390 IPIAU;10203;3416;12;39;2186;521;16377
291400 IPIRA;9704;5900;50;65;2370;1121;19210
291410 IPUPIARA;734;1342;8;10;382;122;2598
291420 IRAJUBA;1438;359;3;1;443;95;2339
291430 IRAMAIA;1824;615;8;3;466;184;3100
291440 IRAQUARA;4219;1708;20;15;2964;305;9231
291450 IRARA;5999;1370;15;19;283;684;8370
291460 IRECE;14542;8284;48;141;5241;626;28882
291465 ITABELA;6282;3105;11;28;3060;528;13014
291470 ITABERABA;17484;5119;39;69;862;361;23934
291480 ITABUNA;43188;17911;93;217;10537;2501;74447
291490 ITACARE;4919;884;3;11;1481;400;7698
291500 ITAETE;3915;863;15;13;573;374;5753
291510 ITAGI;2762;1151;2;7;1199;252;5373
291520 ITAGIBA;3282;1020;8;10;657;169;5146
291530 ITAGIMIRIM;1148;626;9;2;528;115;2428
291535 ITAGUACU DA BAHIA;2924;811;6;13;614;142;4510
291540 ITAJU DO COLONIA;1457;554;2;3;264;173;2453
291550 ITAJUIPE;4802;1330;8;9;969;272;7390
291560 ITAMARAJU;11820;4857;40;57;8281;1389;26444
291570 ITAMARI;2057;363;2;6;630;87;3145
291580 ITAMBE;5199;1979;13;38;424;167;7820
291590 ITANAGRA;1662;267;3;2;221;74;2229
291600 ITANHEM;2330;1902;18;38;1065;244;5597
291610 ITAPARICA;4353;884;9;20;883;173;6322
291620 ITAPE;2229;423;4;8;496;141;3301
291630 ITAPEBI;2338;660;6;5;713;187;3909
291640 ITAPETINGA;17790;6506;37;86;878;448;25745
291650 ITAPICURU;5664;1424;16;26;1691;466;9287
291660 ITAPITANGA;1830;305;3;1;314;112;2565
291670 ITAQUARA;1390;582;2;5;590;91;2660
291680 ITARANTIM;2825;1899;4;22;655;179;5584
291685 ITATIM;3008;1007;3;12;444;280;4754
291690 ITIRUCU;2108;973;9;9;686;181;3966
291700 ITIUBA;6383;3285;28;30;3566;842;14134
291710 ITORORO;5140;1011;7;8;414;86;6666
291720 ITUACU;1921;3718;14;33;390;103;6179
291730 ITUBERA;6692;1216;10;14;1822;622;10376
291733 IUIU;1434;1359;3;8;612;154;3570
291735 JABORANDI;611;1598;11;18;671;94;3003
291740 JACARACI;704;2153;10;13;395;78;3353
291750 JACOBINA;15887;9553;57;116;3299;1643;30555
291760 JAGUAQUARA;12677;4024;23;41;2430;686;19881
291770 JAGUARARI;3685;3249;25;39;2959;640;10597
291780 JAGUARIPE;3125;770;4;5;522;174;4600
291790 JANDAIRA;1845;477;7;12;857;121;3319
291800 JEQUIE;24256;17094;79;167;14617;1717;57930
291810 JEREMOABO;6903;2670;29;53;2352;867;12874
291820 JIQUIRICA;2571;1069;8;9;300;127;4084
291830 JITAUNA;2690;841;11;8;1039;210;4799
291835 JOAO DOURADO;4799;2946;26;50;1713;615;10149
291840 JUAZEIRO;35561;29128;184;780;27930;2396;95979
291845 JUCURUCU;864;648;3;2;638;107;2262
291850 JUSSARA;3201;1558;12;10;1329;126;6236
291855 JUSSARI;1536;291;1;3;287;115;2233
291860 JUSSIAPE;443;1060;5;8;81;34;1631
291870 LAFAIETE COUTINHO;467;172;-;-;302;36;977
291875 LAGOA REAL;773;1554;8;6;510;128;2979
291880 LAJE;5190;1576;15;16;821;134;7752
291890 LAJEDAO;422;290;2;7;216;21;958
291900 LAJEDINHO;982;195;2;3;47;43;1272
291905 LAJEDO DO TABOCAL;1148;506;1;6;441;145;2247
291910 LAMARAO;1489;387;3;9;129;146;2163
291915 LAPAO;5271;2873;16;33;2105;299;10597
291920 LAURO DE FREITAS;38588;16674;84;392;7930;2122;65790
291930 LENCOIS;2268;490;1;3;511;145;3418
291940 LICINIO DE ALMEIDA;731;2126;10;19;480;71;3437
291950 LIVRAMENTO DE NOSSA SENHORA;3726;8519;53;78;816;298;13490
291955 LUIS EDUARDO MAGALHAES;7503;10792;53;151;11394;629;30522
291960 MACAJUBA;3080;600;5;7;329;130;4151
291970 MACARANI;3041;1468;9;22;734;246;5520
291980 MACAUBAS;6604;6006;33;48;737;242;13670
291990 MACURURE;1322;792;4;13;292;188;2611
291992 MADRE DE DEUS;3500;1618;8;27;850;306;6309
291995 MAETINGA;734;1075;2;9;181;44;2045
292000 MAIQUINIQUE;1745;734;3;15;276;59;2832
292010 MAIRI;3029;1501;16;14;654;468;5682
292020 MALHADA;3068;1967;16;13;739;192;5995
292030 MALHADA DE PEDRAS;810;1618;10;6;138;74;2656
292040 MANOEL VITORINO;2043;1440;6;9;1157;117;4772
292045 MANSIDAO;929;702;2;2;521;57;2213
292050 MARACAS;5790;1592;10;11;1390;301;9094
292060 MARAGOGIPE;8154;2618;18;34;508;503;11835
292070 MARAU;3365;697;6;7;917;324;5316
292080 MARCIONILIO SOUZA;2807;563;6;1;312;123;3812
292090 MASCOTE;3474;425;6;5;765;190;4865
292100 MATA DE SAO JOAO;11147;3111;17;51;1396;458;16180
292105 MATINA;1133;1947;21;17;673;160;3951
292110 MEDEIROS NETO;2725;2852;19;40;1644;311;7591
292120 MIGUEL CALMON;5162;2802;19;25;989;704;9701
292130 MILAGRES;2917;665;2;7;303;229;4123
292140 MIRANGABA;2823;1438;16;11;459;273;5020
292145 MIRANTE;906;1322;5;3;209;84;2529
292150 MONTE SANTO;10291;4125;23;33;2436;587;17495
292160 MORPARA;1106;798;7;10;725;105;2751
292170 MORRO DO CHAPEU;6767;3367;21;31;2829;390;13405
292180 MORTUGABA;571;1941;9;18;328;94;2961
292190 MUCUGE;2068;1363;8;25;581;140;4185
292200 MUCURI;7565;4090;30;43;2696;361;14785
292205 MULUNGU DO MORRO;3254;666;18;9;1303;152;5402
292210 MUNDO NOVO;4775;1342;20;12;479;271;6899
292220 MUNIZ FERREIRA;1193;465;2;3;171;48;1882
292225 MUQUEM DE SAO FRANCISCO;1887;693;12;10;1250;193;4045
292230 MURITIBA;4900;2254;12;33;356;231;7786
292240 MUTUIPE;4508;1791;14;16;715;226;7270
292250 NAZARE;5010;1658;13;15;1013;390;8099
292260 NILO PECANHA;3028;497;-;5;702;174;4406
292265 NORDESTINA;2247;675;7;10;892;310;4141
292270 NOVA CANAA;2517;1370;12;15;551;94;4559
292273 NOVA FATIMA;943;673;4;6;240;132;1998
292275 NOVA IBIA;1205;193;2;5;342;63;1810
292280 NOVA ITARANA;1638;238;1;5;700;64;2646
292285 NOVA REDENCAO;1949;493;7;3;168;166;2786
292290 NOVA SOURE;5679;1414;6;16;936;481;8532
292300 NOVA VICOSA;5651;4083;28;39;3092;499;13392
292303 NOVO HORIZONTE;851;2056;13;16;238;55;3229
292305 NOVO TRIUNFO;2024;608;6;5;118;149;2910
292310 OLINDINA;5877;1483;19;21;824;413;8637
292320 OLIVEIRA DOS BREJINHOS;2968;1962;13;34;1483;265;6725
292330 OURICANGAS;1433;539;4;4;252;94;2326
292335 OUROLANDIA;3957;1896;12;17;768;263;6913
292340 PALMAS DE MONTE ALTO;2026;3014;28;24;1332;137;6561
292350 PALMEIRAS;1440;861;4;13;882;98;3298
292360 PARAMIRIM;1302;3351;7;17;517;433;5627
292370 PARATINGA;4740;4505;21;11;1834;317;11428
292380 PARIPIRANGA;4198;2730;11;24;950;255;8168
292390 PAU BRASIL;3061;569;7;4;631;233;4505
292400 PAULO AFONSO;20030;15211;130;292;5837;1560;43060
292405 PE DE SERRA;2061;1111;3;11;470;399;4055
292410 PEDRAO;1164;314;6;1;163;74;1722
292420 PEDRO ALEXANDRE;2159;846;9;9;1550;247;4820
292430 PIATA;1789;3327;20;37;1161;185;6519
292440 PILAO ARCADO;3671;4678;22;52;3965;586;12974
292450 PINDAI;1109;2771;12;27;479;106;4504
292460 PINDOBACU;3224;1841;28;32;1708;245;7078
292465 PINTADAS;1579;704;5;5;173;175;2641
292467 PIRAI DO NORTE;1878;258;6;11;486;112;2751
292470 PIRIPA;1020;1251;8;12;271;83;2645
292480 PIRITIBA;4074;1602;16;17;482;262;6453
292490 PLANALTINO;1562;265;4;5;378;89;2303
292500 PLANALTO;4742;2635;13;38;869;481;8778
292510 POCOES;9432;4437;33;61;1999;876;16838
292520 POJUCA;7845;3010;11;35;1408;270;12579
292525 PONTO NOVO;2694;1312;11;22;1989;305;6333
292530 PORTO SEGURO;34463;11650;73;247;11360;1315;59108
292540 POTIRAGUA;2058;689;4;7;426;88;3272
292550 PRADO;6886;1680;13;16;1803;257;10655
292560 PRESIDENTE DUTRA;2876;831;7;17;801;142;4674
292570 PRESIDENTE JANIO QUADROS;1364;1641;18;10;344;101;3478
292575 PRESIDENTE TANCREDO NEVES;6504;1251;14;11;1541;182;9503
292580 QUEIMADAS;3756;1884;22;26;1815;652;8155
292590 QUIJINGUE;5432;1108;14;4;1245;687;8490
292593 QUIXABEIRA;1489;749;4;10;434;105;2791
292595 RAFAEL JAMBEIRO;4849;1850;7;19;301;314;7340
292600 REMANSO;5523;6321;38;76;3934;1230;17122
292610 RETIROLANDIA;2316;1707;3;22;365;240;4653
292620 RIACHAO DAS NEVES;2938;2367;25;29;1972;195;7526
292630 RIACHAO DO JACUIPE;5162;3002;23;42;1074;684;9987
292640 RIACHO DE SANTANA;3406;4268;21;14;1603;248;9560
292650 RIBEIRA DO AMPARO;3064;694;3;11;412;670;4854
292660 RIBEIRA DO POMBAL;11763;2668;29;46;2077;2089;18672
292665 RIBEIRAO DO LARGO;1367;836;1;10;196;85;2495
292670 RIO DE CONTAS;784;2451;14;12;160;73;3494
292680 RIO DO ANTONIO;723;2259;6;19;317;151;3475
292690 RIO DO PIRES;632;1544;7;7;233;204;2627
292700 RIO REAL;8840;2545;33;41;1875;321;13655
292710 RODELAS;1821;1073;13;31;508;88;3534
292720 RUY BARBOSA;8288;2123;22;30;779;456;11698
292730 SALINAS DA MARGARIDA;2521;802;6;13;465;189;3996
292740 SALVADOR;511499;212240;1296;5287;82685;24899;837906
292750 SANTA BARBARA;4693;1145;8;13;201;616;6676
292760 SANTA BRIGIDA;3262;1493;19;27;708;167;5676
292770 SANTA CRUZ CABRALIA;5829;2165;20;46;1912;237;10209
292780 SANTA CRUZ DA VITORIA;1206;216;4;1;169;65;1661
292790 SANTA INES;2131;537;7;7;537;138;3357
292800 SANTALUZ;6746;3596;13;43;2638;714;13750
292805 SANTA LUZIA;3041;416;8;10;632;152;4259
292810 SANTA MARIA DA VITORIA;3718;6071;40;52;2204;505;12590
292820 SANTANA;2252;3792;23;26;1073;364;7530
292830 SANTANOPOLIS;1555;583;4;5;93;277;2517
292840 SANTA RITA DE CASSIA;3736;2800;24;46;2097;501;9204
292850 SANTA TERESINHA;2006;677;4;4;332;180;3203
292860 SANTO AMARO;12954;2640;25;52;1756;514;17941
292870 SANTO ANTONIO DE JESUS;17722;10170;40;127;2271;646;30976
292880 SANTO ESTEVAO;9515;5154;49;65;715;1339;16837
