 Nascidos vivos - Brasil;;;;;;;;;
Nascim p/resid.mãe por Município e Duração gestação;;;;;;;;;
Período:2000-2022;;;;;;;;;
Município;Menos de 22 semanas;De 22 a 27 semanas;De 28 a 31 semanas;De 32 a 36 semanas;De 28 a 36 semanas, não especificado;De 37 a 41 semanas;42 semanas ou mais;Ignorado;Total
421085 MIRIM DOCE;-;1;4;42;-;679;4;3;733
421090 MODELO;-;3;13;71;-;997;19;4;1107
421100 MONDAI;-;13;20;197;-;2301;78;5;2614
421105 MONTE CARLO;-;21;29;348;-;3328;122;15;3863
421110 MONTE CASTELO;4;10;43;240;-;2499;89;19;2904
421120 MORRO DA FUMACA;-;26;49;447;-;4810;109;26;5467
421125 MORRO GRANDE;-;1;6;65;-;770;12;2;856
421130 NAVEGANTES;18;115;240;1885;-;23084;475;55;25872
421140 NOVA ERECHIM;-;1;13;109;-;1101;24;11;1259
421145 NOVA ITABERABA;-;4;8;55;-;1044;12;-;1123
421150 NOVA TRENTO;2;6;29;243;-;2688;91;95;3154
421160 NOVA VENEZA;-;12;20;230;-;3459;66;75;3862
421165 NOVO HORIZONTE;-;4;4;61;-;652;16;-;737
421170 ORLEANS;4;28;51;506;-;6084;68;12;6753
421175 OTACILIO COSTA;4;22;43;386;-;4837;68;19;5379
421180 OURO;-;5;25;118;-;1727;18;5;1898
421185 OURO VERDE;-;2;8;44;-;551;6;3;614
421187 PAIAL;-;-;5;39;-;445;12;6;507
421189 PAINEL;-;4;4;58;-;577;18;1;662
421190 PALHOCA;19;204;431;3989;-;45634;958;547;51782
421200 PALMA SOLA;-;10;18;172;-;2523;47;5;2775
421205 PALMEIRA;-;1;7;53;-;474;10;1;546
421210 PALMITOS;-;11;34;328;-;3820;43;8;4244
421220 PAPANDUVA;4;28;68;393;-;5640;192;35;6360
421223 PARAISO;-;1;8;112;-;972;78;41;1212
421225 PASSO DE TORRES;-;8;17;135;-;1738;52;5;1955
421227 PASSOS MAIA;1;9;15;114;-;1318;102;4;1563
421230 PAULO LOPES;-;6;9;130;-;1912;33;19;2109
421240 PEDRAS GRANDES;-;2;5;95;-;804;22;3;931
421250 PENHA;5;30;47;582;-;7299;98;9;8070
421260 PERITIBA;-;-;3;62;-;598;11;3;677
421265 PESCARIA BRAVA;-;5;7;115;-;744;30;1;902
421270 PETROLANDIA;-;6;8;108;-;1500;63;3;1688
421280 BALNEARIO PICARRAS;2;23;53;459;-;5736;52;6;6331
421290 PINHALZINHO;2;13;31;400;-;5146;137;58;5787
421300 PINHEIRO PRETO;-;2;10;93;-;772;17;3;897
421310 PIRATUBA;-;9;16;128;-;1167;23;9;1352
421315 PLANALTO ALEGRE;-;3;5;52;-;656;12;2;730
421320 POMERODE;2;37;67;684;-;7047;135;11;7983
421330 PONTE ALTA;-;8;10;99;-;1622;26;7;1772
421335 PONTE ALTA DO NORTE;-;3;11;75;-;1193;24;6;1312
421340 PONTE SERRADA;1;23;24;273;-;3563;213;10;4107
421350 PORTO BELO;4;22;39;399;-;4727;46;13;5250
421360 PORTO UNIAO;4;47;102;994;-;10177;196;58;11578
421370 POUSO REDONDO;3;16;28;317;-;4688;67;10;5129
421380 PRAIA GRANDE;-;8;12;133;-;1914;77;10;2154
421390 PRESIDENTE CASTELLO BRANCO;-;1;4;44;-;315;6;-;370
421400 PRESIDENTE GETULIO;3;18;34;346;-;4429;51;8;4889
421410 PRESIDENTE NEREU;-;1;2;33;-;544;11;2;593
421415 PRINCESA;-;2;9;52;-;719;12;3;797
421420 QUILOMBO;-;6;19;229;-;2935;63;15;3267
421430 RANCHO QUEIMADO;1;5;8;41;-;657;22;12;746
421440 RIO DAS ANTAS;-;2;11;125;-;1429;31;7;1605
421450 RIO DO CAMPO;-;6;18;112;-;1886;47;18;2087
421460 RIO DO OESTE;-;8;14;147;-;1709;18;3;1899
421470 RIO DOS CEDROS;-;4;21;224;-;2128;72;27;2476
421480 RIO DO SUL;3;89;138;1542;-;17941;218;39;19970
421490 RIO FORTUNA;-;2;6;75;-;1233;48;2;1366
421500 RIO NEGRINHO;6;67;137;1101;-;13735;253;16;15315
421505 RIO RUFINO;-;2;6;44;-;673;12;2;739
421507 RIQUEZA;-;3;12;97;-;1183;27;2;1324
421510 RODEIO;-;5;40;227;-;2307;47;18;2644
421520 ROMELANDIA;-;4;14;84;-;1209;25;3;1339
421530 SALETE;1;10;15;135;-;2012;65;5;2243
421535 SALTINHO;-;4;9;95;-;1163;28;3;1302
421540 SALTO VELOSO;-;4;11;96;-;1033;26;8;1178
421545 SANGAO;3;7;38;379;-;3368;124;7;3926
421550 SANTA CECILIA;6;43;55;432;-;6632;127;31;7326
421555 SANTA HELENA;-;1;4;38;-;562;8;2;615
421560 SANTA ROSA DE LIMA;-;4;-;35;-;448;16;1;504
421565 SANTA ROSA DO SUL;-;7;20;161;-;2140;47;7;2382
421567 SANTA TEREZINHA;-;8;15;127;-;2194;37;15;2396
421568 SANTA TEREZINHA DO PROGRESSO;-;3;5;65;-;786;6;2;867
421569 SANTIAGO DO SUL;-;-;-;34;-;389;3;1;427
421570 SANTO AMARO DA IMPERATRIZ;1;17;45;409;2;5427;95;51;6047
421575 SAO BERNARDINO;-;1;4;49;-;865;30;1;950
421580 SAO BENTO DO SUL;13;107;199;1643;-;24681;310;30;26983
421590 SAO BONIFACIO;-;1;7;42;-;564;9;6;629
421600 SAO CARLOS;-;1;23;229;-;2395;37;8;2693
421605 SAO CRISTOVAO DO SUL;1;9;16;114;-;1648;21;2;1811
421610 SAO DOMINGOS;2;10;15;153;-;2550;36;8;2774
421620 SAO FRANCISCO DO SUL;8;88;141;1154;1;12811;340;32;14575
421625 SAO JOAO DO OESTE;1;3;9;75;-;1219;23;7;1337
421630 SAO JOAO BATISTA;4;37;66;730;-;7342;287;107;8573
421635 SAO JOAO DO ITAPERIU;1;4;14;85;-;990;28;1;1123
421640 SAO JOAO DO SUL;-;9;19;131;-;1826;36;8;2029
421650 SAO JOAQUIM;6;46;78;668;-;7568;165;30;8561
421660 SAO JOSE;13;309;559;5203;21;60950;1138;615;68808
421670 SAO JOSE DO CEDRO;2;9;32;250;-;3653;48;3;3997
421680 SAO JOSE DO CERRITO;-;12;18;145;-;2018;29;20;2242
421690 SAO LOURENCO DO OESTE;4;25;51;614;-;6939;124;21;7778
421700 SAO LUDGERO;2;17;31;324;-;3239;74;31;3718
421710 SAO MARTINHO;-;4;6;61;-;735;42;7;855
421715 SAO MIGUEL DA BOA VISTA;-;-;2;25;-;454;4;-;485
421720 SAO MIGUEL DO OESTE;9;30;92;922;-;9958;223;12;11246
421725 SAO PEDRO DE ALCANTARA;-;1;6;53;-;710;9;7;786
421730 SAUDADES;-;5;19;207;-;2216;46;28;2521
421740 SCHROEDER;4;20;50;421;-;4630;39;7;5171
421750 SEARA;-;16;43;405;-;4614;155;19;5252
421755 SERRA ALTA;-;2;3;49;-;763;10;9;836
421760 SIDEROPOLIS;-;12;26;227;-;3012;29;17;3323
421770 SOMBRIO;4;36;77;628;-;8370;211;35;9361
421775 SUL BRASIL;-;3;2;54;-;731;12;8;810
421780 TAIO;3;19;37;383;-;5059;136;24;5661
421790 TANGARA;1;13;14;179;-;1946;42;15;2210
421795 TIGRINHOS;2;1;-;30;-;542;3;1;579
421800 TIJUCAS;12;46;87;868;-;11279;162;57;12511
421810 TIMBE DO SUL;1;4;11;99;-;1358;26;6;1505
421820 TIMBO;4;40;76;795;-;9111;179;81;10286
421825 TIMBO GRANDE;2;10;14;240;1;2449;77;48;2841
421830 TRES BARRAS;2;42;87;600;-;6229;182;74;7216
421835 TREVISO;-;6;11;60;-;764;10;2;853
421840 TREZE DE MAIO;3;4;19;133;-;1611;67;4;1841
421850 TREZE TILIAS;1;7;14;146;-;1976;28;17;2189
421860 TROMBUDO CENTRAL;-;6;18;159;-;1877;31;5;2096
421870 TUBARAO;11;149;322;2859;2;24985;760;46;29134
421875 TUNAPOLIS;-;7;9;82;-;1150;22;1;1271
421880 TURVO;2;7;27;277;-;3276;71;18;3678
421885 UNIAO DO OESTE;-;-;7;59;-;676;18;4;764
421890 URUBICI;1;16;31;161;-;2967;70;71;3317
421895 URUPEMA;-;1;8;60;-;697;11;7;784
421900 URUSSANGA;2;18;39;391;-;4368;54;13;4885
421910 VARGEAO;-;2;14;89;-;963;125;5;1198
421915 VARGEM;1;2;5;50;-;746;19;4;827
421917 VARGEM BONITA;-;6;12;131;-;1557;17;6;1729
421920 VIDAL RAMOS;-;4;12;144;-;1723;40;6;1929
421930 VIDEIRA;7;67;167;1734;10;15044;356;42;17427
421935 VITOR MEIRELES;3;11;8;108;-;1751;30;11;1922
421940 WITMARSUM;-;4;9;66;-;1044;24;2;1149
421950 XANXERE;4;51;136;1163;-;13623;165;45;15187
421960 XAVANTINA;-;2;22;60;-;715;16;2;817
421970 XAXIM;3;31;55;731;-;8101;165;82;9168
421985 ZORTEA;-;5;8;71;-;929;10;6;1029
422000 BALNEARIO RINCAO;3;8;16;168;-;1654;60;5;1914
 MUNICIPIO IGNORADO - RS;-;-;-;-;-;1;-;-;1
430003 ACEGUA;-;11;15;104;-;1252;37;-;1419
430005 AGUA SANTA;-;3;6;90;-;840;16;2;957
430010 AGUDO;-;17;35;388;-;3607;108;16;4171
430020 AJURICABA;1;3;14;100;-;1557;14;-;1689
430030 ALECRIM;-;5;13;74;-;1299;15;2;1408
430040 ALEGRETE;1;104;237;2736;-;19478;47;5;22608
430045 ALEGRIA;-;6;2;99;-;804;15;2;928
430047 ALMIRANTE TAMANDARE DO SUL;-;1;5;41;-;365;-;-;412
430050 ALPESTRE;-;3;7;111;-;1744;64;5;1934
430055 ALTO ALEGRE;1;1;6;57;-;301;7;1;374
430057 ALTO FELIZ;-;7;7;50;-;455;6;1;526
430060 ALVORADA;14;423;798;6742;-;66545;556;129;75207
430063 AMARAL FERRADOR;1;5;20;120;-;1366;13;6;1531
430064 AMETISTA DO SUL;1;16;13;188;-;2046;131;2;2397
430066 ANDRE DA ROCHA;-;1;5;24;-;219;3;3;255
430070 ANTA GORDA;-;2;12;117;-;1041;58;9;1239
430080 ANTONIO PRADO;-;12;25;254;-;2789;45;8;3133
430085 ARAMBARE;-;2;5;63;-;859;10;1;940
430087 ARARICA;1;7;12;148;-;1796;23;12;1999
430090 ARATIBA;-;4;15;78;-;1179;22;2;1300
430100 ARROIO DO MEIO;-;13;36;409;-;4607;19;9;5093
430105 ARROIO DO SAL;1;7;20;207;-;1960;33;6;2234
430107 ARROIO DO PADRE;-;2;2;53;-;477;9;19;562
430110 ARROIO DOS RATOS;-;23;35;336;-;3460;43;25;3922
430120 ARROIO DO TIGRE;-;8;31;393;-;3154;70;35;3691
430130 ARROIO GRANDE;3;24;62;399;-;4559;106;72;5225
430140 ARVOREZINHA;-;13;42;308;-;2357;32;39;2791
430150 AUGUSTO PESTANA;1;3;12;142;-;1414;14;-;1586
430155 AUREA;-;4;5;75;-;686;4;1;775
430160 BAGE;59;202;451;3411;-;33874;154;50;38201
430163 BALNEARIO PINHAL;2;13;25;230;-;2621;49;9;2949
430165 BARAO;1;4;8;102;-;994;10;1;1120
430170 BARAO DE COTEGIPE;1;2;13;111;-;1430;16;3;1576
430175 BARAO DO TRIUNFO;-;4;12;119;-;1450;16;14;1615
430180 BARRACAO;-;4;9;109;-;998;162;5;1287
430185 BARRA DO GUARITA;-;3;9;61;-;855;42;4;974
430187 BARRA DO QUARAI;1;6;7;68;-;887;13;29;1011
430190 BARRA DO RIBEIRO;1;7;22;263;-;3104;33;26;3456
430192 BARRA DO RIO AZUL;-;1;2;15;-;292;5;-;315
430195 BARRA FUNDA;-;2;8;59;-;593;1;8;671
430200 BARROS CASSAL;-;15;32;242;-;2857;34;162;3342
430205 BENJAMIN CONSTANT DO SUL;-;3;4;59;-;772;26;39;903
430210 BENTO GONCALVES;23;168;348;3051;-;27636;153;1;31380
430215 BOA VISTA DAS MISSOES;-;3;3;52;-;527;8;3;596
430220 BOA VISTA DO BURICA;-;4;16;135;-;1470;26;-;1651
430222 BOA VISTA DO CADEADO;-;2;3;36;-;417;-;1;459
430223 BOA VISTA DO INCRA;2;2;5;43;-;657;1;1;711
430225 BOA VISTA DO SUL;-;3;3;29;-;416;3;-;454
430230 BOM JESUS;2;25;27;275;-;3557;112;117;4115
430235 BOM PRINCIPIO;1;11;34;249;-;2952;40;16;3303
430237 BOM PROGRESSO;1;4;3;66;-;608;12;-;694
430240 BOM RETIRO DO SUL;-;19;19;253;-;3010;38;25;3364
430245 BOQUEIRAO DO LEAO;-;6;20;186;-;2178;17;6;2413
430250 BOSSOROCA;2;6;9;128;-;1463;28;7;1643
430258 BOZANO;-;2;1;33;-;407;1;1;445
430260 BRAGA;-;3;8;130;-;962;26;5;1134
430265 BROCHIER;-;6;7;75;-;843;3;2;936
430270 BUTIA;1;25;41;503;-;5400;56;32;6058
430280 CACAPAVA DO SUL;3;45;94;713;-;8465;108;49;9477
430290 CACEQUI;3;26;33;285;-;2868;67;7;3289
430300 CACHOEIRA DO SUL;10;109;293;2350;-;21511;296;28;24597
430310 CACHOEIRINHA;2;187;410;3908;-;36720;336;121;41684
430320 CACIQUE DOBLE;-;8;14;142;-;1171;45;11;1391
430330 CAIBATE;1;3;13;121;-;1122;11;-;1271
430340 CAICARA;-;8;9;88;-;1019;50;1;1175
430350 CAMAQUA;8;81;175;1576;-;17947;146;22;19955
430355 CAMARGO;-;1;5;73;-;584;4;-;667
430360 CAMBARA DO SUL;-;7;14;129;-;1901;48;2;2101
430367 CAMPESTRE DA SERRA;-;5;7;61;-;514;7;17;611
430370 CAMPINA DAS MISSOES;1;5;8;80;-;1169;9;-;1272
430380 CAMPINAS DO SUL;1;7;11;99;-;1189;14;3;1324
430390 CAMPO BOM;1;80;141;1756;-;17448;263;51;19740
430400 CAMPO NOVO;-;7;21;167;-;1515;52;5;1767
430410 CAMPOS BORGES;-;5;7;147;-;750;9;1;919
430420 CANDELARIA;3;35;91;608;-;7608;130;35;8510
430430 CANDIDO GODOI;1;3;12;68;-;1350;21;-;1455
430435 CANDIOTA;3;11;33;237;-;2814;30;6;3134
430440 CANELA;1;58;115;914;-;13665;116;21;14890
430450 CANGUCU;2;82;137;1191;-;12553;311;100;14376
430460 CANOAS;33;521;1080;9854;-;103047;613;220;115368
430461 CANUDOS DO VALE;-;1;2;26;-;299;3;1;332
430462 CAPAO BONITO DO SUL;-;-;5;22;-;312;13;21;373
430463 CAPAO DA CANOA;1;61;126;1190;-;16405;265;113;18161
430465 CAPAO DO CIPO;1;3;5;70;-;670;6;1;756
430466 CAPAO DO LEAO;3;33;82;776;-;6563;124;189;7770
430467 CAPIVARI DO SUL;-;1;4;74;-;982;7;4;1072
430468 CAPELA DE SANTANA;-;8;20;200;-;2766;26;8;3028
430469 CAPITAO;-;4;5;77;-;684;3;3;776
430470 CARAZINHO;2;95;181;1619;-;17156;159;7;19219
430471 CARAA;-;2;13;92;-;1128;23;16;1274
430480 CARLOS BARBOSA;3;22;55;649;-;5746;40;-;6515
430485 CARLOS GOMES;-;3;2;20;-;292;7;-;324
430490 CASCA;-;6;14;171;-;1669;17;1;1878
430495 CASEIROS;-;1;11;70;-;575;7;31;695
430500 CATUIPE;1;6;13;161;-;1979;5;-;2165
430510 CAXIAS DO SUL;28;688;1383;13761;-;118361;823;202;135246
430511 CENTENARIO;-;2;3;53;-;536;3;-;597
430512 CERRITO;-;5;13;129;-;1082;27;26;1282
430513 CERRO BRANCO;-;4;9;55;-;754;9;4;835
430515 CERRO GRANDE;1;4;3;54;-;708;3;1;774
430517 CERRO GRANDE DO SUL;1;11;22;252;-;2779;22;3;3090
430520 CERRO LARGO;1;15;15;249;-;2889;26;3;3198
430530 CHAPADA;1;8;9;166;-;1716;28;27;1955
430535 CHARQUEADAS;-;21;47;807;-;7904;97;33;8909
430537 CHARRUA;-;3;13;115;-;991;12;13;1147
430540 CHIAPETTA;-;1;6;91;-;1043;31;1;1173
430543 CHUI;-;9;10;75;-;1119;12;4;1229
430544 CHUVISCA;2;4;8;110;-;1349;9;-;1482
430545 CIDREIRA;2;11;36;283;-;3392;69;8;3801
430550 CIRIACO;-;5;6;97;-;953;18;5;1084
430558 COLINAS;-;1;4;32;-;406;6;-;449
430560 COLORADO;2;4;6;47;-;512;8;-;579
430570 CONDOR;1;2;17;108;-;1466;16;5;1615
430580 CONSTANTINA;-;10;33;240;-;2575;29;13;2900
430583 COQUEIRO BAIXO;-;-;3;24;-;172;5;2;206
430585 COQUEIROS DO SUL;-;3;4;48;-;464;4;-;523
430587 CORONEL BARROS;-;-;3;50;-;555;4;-;612
430590 CORONEL BICACO;-;6;20;189;-;2205;20;11;2451
430593 CORONEL PILAR;-;-;1;13;-;207;1;1;223
430595 COTIPORA;1;2;7;54;-;553;4;-;621
430597 COXILHA;-;2;11;80;-;804;5;-;902
430600 CRISSIUMAL;1;8;26;249;-;3112;58;4;3458
430605 CRISTAL;1;4;17;126;-;2080;15;10;2253
430607 CRISTAL DO SUL;-;1;4;63;-;756;12;-;836
430610 CRUZ ALTA;17;88;199;1764;-;18884;169;32;21153
430613 CRUZALTENSE;-;3;3;38;-;364;4;-;412
430620 CRUZEIRO DO SUL;-;7;19;180;-;2336;13;8;2563
430630 DAVID CANABARRO;-;7;3;66;-;932;29;3;1040
430632 DERRUBADAS;-;4;2;64;-;786;40;1;897
430635 DEZESSEIS DE NOVEMBRO;-;3;3;48;-;579;8;-;641
430637 DILERMANDO DE AGUIAR;-;3;7;74;-;617;4;3;708
430640 DOIS IRMAOS;-;33;84;745;-;7314;110;45;8331
430642 DOIS IRMAOS DAS MISSOES;-;3;4;58;-;638;7;3;713
430645 DOIS LAJEADOS;-;6;5;60;-;520;5;2;598
430650 DOM FELICIANO;-;13;25;238;-;3930;45;6;4257
430655 DOM PEDRO DE ALCANTARA;-;2;1;34;-;459;10;-;506
430660 DOM PEDRITO;3;56;88;991;-;9985;205;7;11335
430670 DONA FRANCISCA;-;1;9;83;-;665;20;1;779
430673 DOUTOR MAURICIO CARDOSO;1;4;8;80;-;906;12;3;1014
430675 DOUTOR RICARDO;1;1;7;38;-;311;3;2;363
430676 ELDORADO DO SUL;2;48;107;1071;-;10580;96;41;11945
430680 ENCANTADO;3;37;42;495;-;4893;67;33;5570
430690 ENCRUZILHADA DO SUL;3;43;65;636;-;6551;133;33;7464
430692 ENGENHO VELHO;-;3;7;47;-;528;6;10;601
430693 ENTRE-IJUIS;2;13;20;162;-;2218;19;1;2435
430695 ENTRE RIOS DO SUL;-;8;11;62;-;728;14;6;829
430697 EREBANGO;-;7;17;87;-;795;15;7;928
430700 ERECHIM;8;142;297;2350;-;26666;332;31;29826
430705 ERNESTINA;-;6;2;89;-;703;3;-;803
430710 HERVAL;-;13;23;143;-;1754;19;21;1973
430720 ERVAL GRANDE;-;2;13;85;-;1139;84;10;1333
430730 ERVAL SECO;1;5;17;122;-;2048;61;6;2260
430740 ESMERALDA;1;3;7;56;-;732;25;44;868
430745 ESPERANCA DO SUL;-;1;4;54;-;851;18;7;935
430750 ESPUMOSO;-;20;46;580;-;3890;49;6;4591
430755 ESTACAO;-;8;14;153;-;1335;28;8;1546
430760 ESTANCIA VELHA;2;49;122;1128;-;12319;234;52;13906
430770 ESTEIO;7;126;263;2473;-;25551;313;141;28874
430780 ESTRELA;2;23;102;926;-;7880;107;4;9044
430781 ESTRELA VELHA;-;3;7;80;-;827;14;12;943
430783 EUGENIO DE CASTRO;-;4;5;44;-;636;11;-;700
430786 FAGUNDES VARELA;-;1;4;42;-;420;3;-;470
430790 FARROUPILHA;1;67;187;2025;-;16335;162;31;18808
430800 FAXINAL DO SOTURNO;4;8;18;139;-;1346;22;2;1539
430805 FAXINALZINHO;-;1;7;49;-;637;17;3;714
430807 FAZENDA VILANOVA;1;4;9;112;-;983;24;2;1135
430810 FELIZ;2;7;36;309;-;2699;53;5;3111
430820 FLORES DA CUNHA;-;32;69;745;-;6860;75;15;7796
430825 FLORIANO PEIXOTO;-;-;-;24;-;322;5;-;351
430830 FONTOURA XAVIER;5;11;18;181;-;2644;54;116;3029
430840 FORMIGUEIRO;1;4;17;147;-;1395;31;2;1597
430843 FORQUETINHA;-;1;4;25;-;348;2;-;380
430845 FORTALEZA DOS VALOS;-;5;10;91;-;1106;11;9;1232
430850 FREDERICO WESTPHALEN;5;31;72;758;-;7813;146;25;8850
430860 GARIBALDI;2;38;72;670;-;6982;43;14;7821
430865 GARRUCHOS;2;2;2;49;-;669;8;1;733
430870 GAURAMA;1;4;10;85;-;1086;26;4;1216
430880 GENERAL CAMARA;-;5;11;164;-;1703;70;10;1963
430885 GENTIL;-;3;3;49;-;379;2;3;439
430890 GETULIO VARGAS;1;18;46;400;-;3665;74;35;4239
430900 GIRUA;1;22;27;311;-;4354;16;7;4738
430905 GLORINHA;-;4;15;134;-;1554;11;3;1721
430910 GRAMADO;4;49;93;829;-;10541;87;14;11617
430912 GRAMADO DOS LOUREIROS;-;4;6;50;-;612;17;7;696
430915 GRAMADO XAVIER;-;4;10;105;-;1066;18;12;1215
430920 GRAVATAI;7;342;930;6893;-;73127;437;358;82094
430925 GUABIJU;-;-;3;32;-;216;4;1;256
430930 GUAIBA;6;119;260;2538;-;27623;184;70;30800
430940 GUAPORE;-;34;51;699;-;5539;41;4;6368
430950 GUARANI DAS MISSOES;2;6;6;162;-;1741;51;1;1969
430955 HARMONIA;2;3;7;65;-;933;11;10;1031
430957 HERVEIRAS;-;3;6;62;-;797;18;3;889
430960 HORIZONTINA;-;20;41;399;-;4715;47;8;5230
430965 HULHA NEGRA;4;12;19;121;-;1853;31;1;2041
430970 HUMAITA;-;2;9;116;-;939;35;-;1101
430975 IBARAMA;-;6;10;77;-;1118;23;13;1247
430980 IBIACA;-;5;13;85;-;836;13;-;952
430990 IBIRAIARAS;-;9;22;201;-;1319;35;61;1647
430995 IBIRAPUITA;-;6;8;103;-;936;15;35;1103
431000 IBIRUBA;-;24;56;453;-;4992;94;6;5625
431010 IGREJINHA;3;31;68;887;-;9977;188;195;11349
431020 IJUI;3;110;221;1921;-;22282;68;44;24649
431030 ILOPOLIS;-;1;6;86;-;945;7;2;1047
431033 IMBE;-;21;56;464;-;5259;59;16;5875
431036 IMIGRANTE;-;4;12;51;-;501;9;-;577
431040 INDEPENDENCIA;-;6;15;123;-;1522;34;-;1700
431041 INHACORA;-;1;3;44;-;629;27;2;706
431043 IPE;-;4;10;119;-;1064;24;2;1223
431046 IPIRANGA DO SUL;-;2;1;38;-;315;6;2;364
431050 IRAI;1;9;15;224;-;2199;65;11;2524
431053 ITAARA;3;9;27;145;-;1182;31;1;1398
431055 ITACURUBI;-;1;4;60;-;709;11;-;785
431057 ITAPUCA;-;1;2;42;-;501;4;7;557
431060 ITAQUI;4;67;122;1116;-;11561;347;198;13415
431065 ITATI;-;2;6;36;-;544;12;3;603
431070 ITATIBA DO SUL;-;2;8;81;-;833;12;3;939
431075 IVORA;-;3;2;47;-;344;8;-;404
431080 IVOTI;1;21;44;518;-;5169;50;6;5809
431085 JABOTICABA;1;4;12;53;-;947;6;2;1025
431087 JACUIZINHO;-;-;2;51;-;464;3;5;525
431090 JACUTINGA;-;3;1;43;-;681;24;-;752
431100 JAGUARAO;1;40;73;658;-;7551;62;71;8456
431110 JAGUARI;1;10;15;167;-;2209;15;1;2418
431112 JAQUIRANA;-;4;18;108;-;1145;38;45;1358
431113 JARI;-;3;12;70;-;733;12;6;836
431115 JOIA;-;7;18;166;-;2062;20;7;2280
431120 JULIO DE CASTILHOS;-;27;58;796;-;5182;88;14;6165
431123 LAGOA BONITA DO SUL;-;3;5;53;-;560;11;3;635
431125 LAGOAO;-;4;9;218;-;1474;86;60;1851
431127 LAGOA DOS TRES CANTOS;-;-;4;36;-;289;5;-;334
431130 LAGOA VERMELHA;6;42;95;826;-;7459;147;400;8975
431140 LAJEADO;3;106;248;2196;-;20946;286;18;23803
431142 LAJEADO DO BUGRE;-;1;2;47;-;774;7;6;837
431150 LAVRAS DO SUL;1;14;23;168;-;1729;28;6;1969
431160 LIBERATO SALZANO;1;6;14;114;-;1355;23;9;1522
431162 LINDOLFO COLLOR;-;8;16;131;-;1624;23;2;1804
431164 LINHA NOVA;-;2;1;14;-;203;2;-;222
431170 MACHADINHO;1;5;10;117;-;1495;14;3;1645
431171 MACAMBARA;-;5;6;74;-;1085;10;1;1181
431173 MAMPITUBA;-;2;6;53;-;789;18;5;873
431175 MANOEL VIANA;1;10;22;230;-;1526;3;2;1794
431177 MAQUINE;-;3;6;95;-;1602;27;15;1748
431179 MARATA;1;1;1;32;-;445;3;1;484
431180 MARAU;3;61;119;1051;-;9784;99;6;11123
431190 MARCELINO RAMOS;-;5;7;63;-;1029;12;2;1118
431198 MARIANA PIMENTEL;1;-;10;69;-;801;6;5;892
431200 MARIANO MORO;-;-;9;55;-;361;4;-;429
431205 MARQUES DE SOUZA;-;4;10;63;-;754;4;1;836
431210 MATA;-;3;5;70;-;1075;13;3;1169
431213 MATO CASTELHANO;2;1;5;83;-;647;2;-;740
431215 MATO LEITAO;-;4;6;99;-;811;1;2;923
431217 MATO QUEIMADO;-;2;4;30;-;381;5;-;422
431220 MAXIMILIANO DE ALMEIDA;2;1;15;77;-;1108;13;1;1217
431225 MINAS DO LEAO;-;13;27;175;-;2168;15;12;2410
431230 MIRAGUAI;1;4;8;101;-;1260;33;16;1423
431235 MONTAURI;-;2;1;24;-;258;3;-;288
431237 MONTE ALEGRE DOS CAMPOS;1;-;6;44;-;710;17;39;817
431238 MONTE BELO DO SUL;1;2;3;50;-;394;2;-;452
431240 MONTENEGRO;5;80;185;1491;-;18091;118;31;20001
431242 MORMACO;-;5;6;60;-;576;9;19;675
431244 MORRINHOS DO SUL;-;2;3;79;-;571;5;1;661
431245 MORRO REDONDO;-;3;18;110;-;1066;22;26;1245
431247 MORRO REUTER;-;3;16;150;-;1179;17;4;1369
431250 MOSTARDAS;-;8;23;244;-;2885;25;12;3197
431260 MUCUM;1;3;4;85;-;950;17;2;1062
431261 MUITOS CAPOES;2;9;4;50;-;600;18;37;720
431262 MULITERNO;1;2;6;66;-;437;13;1;526
431265 NAO-ME-TOQUE;1;30;40;385;-;4279;47;2;4784
431267 NICOLAU VERGUEIRO;-;1;4;56;-;396;-;-;457
431270 NONOAI;3;14;49;408;-;3702;132;34;4342
431275 NOVA ALVORADA;-;5;4;94;-;792;7;-;902
431280 NOVA ARACA;-;6;9;97;-;1024;13;4;1153
431290 NOVA BASSANO;2;13;16;193;-;1612;33;1;1870
431295 NOVA BOA VISTA;-;3;4;36;-;348;5;2;398
431300 NOVA BRESCIA;-;3;3;45;-;566;9;-;626
431301 NOVA CANDELARIA;-;4;9;53;-;559;8;-;633
431303 NOVA ESPERANCA DO SUL;-;8;13;101;-;1037;10;2;1171
431306 NOVA HARTZ;-;27;49;481;-;5220;56;69;5902
431308 NOVA PADUA;-;1;1;32;-;358;3;1;396
431310 NOVA PALMA;-;4;14;258;-;1282;20;2;1580
431320 NOVA PETROPOLIS;-;29;36;513;-;4459;57;7;5101
431330 NOVA PRATA;-;18;51;610;-;6009;72;10;6770
431333 NOVA RAMADA;-;-;6;35;-;514;7;-;562
431335 NOVA ROMA DO SUL;-;-;3;57;-;534;7;1;602
431337 NOVA SANTA RITA;-;24;69;660;-;6632;42;14;7441
431339 NOVO CABRAIS;-;2;12;70;-;746;8;-;838
431340 NOVO HAMBURGO;12;279;639;6871;-;65187;622;67;73677
431342 NOVO MACHADO;-;2;6;41;-;652;10;7;718
431344 NOVO TIRADENTES;-;2;5;52;-;485;11;1;556
431346 NOVO XINGU;-;2;1;34;-;335;3;2;377
431349 NOVO BARREIRO;1;6;10;73;-;906;3;3;1002
